cid,YEAR_RECOR,STATE_CODE,ROUTE_ID,ROUTE_NUMB,ROUTE_NAME,ROUTE_QUAL,ROUTE_SIGN,F_SYSTEM,FACILITY_T,URBAN_CODE,NHS,STRAHNET,OWNERSHIP,TRUCK,THROUGH_LA,PEAK_LANES,COUNTER_PE,SHOULDER_T,SHOULDER_W,SHOULDER_1,LANE_WIDTH,MEDIAN_TYP,MEDIAN_WID,ACCESS_CON,WIDENING_O,WIDENING_P,HOV_LANES,HOV_TYPE,SPEED_LIMI,TOLL_CHARG,TOLL_ID,TOLL_TYPE,AADT,AADT_COMBI,AADT_SINGL,PCT_PEAK_C,PCT_PEAK_S,K_FACTOR,DIR_FACTOR,IRI,PSR,SURFACE_TY,CRACKING_P,FAULTING,RUTTING,STRUCTURE_,YEAR_LAST_,YEAR_LAST1,IS_SAMPLE,SAMPLE_ID,EXPANSION_,National_R,TMC,TMC_Type,TMC_RoadNu,TMC_RoadNa,TMC_FirstN,TMC_Countr,TMC_State,TMC_County,TMC_Zip,TMC_Direct,TMC_StartL,TMC_Star_1,TMC_EndLat,TMC_EndLon,TMC_Miles,Shape_Leng,StreetImageryDate,MedianType,SecondaryAttribute,MedianWidth,RoadsideBarrier,MedianNotes,Latitude,Longitude,bldg_dist,nhd_dist,ow_dist,dev_dist,dev_int_dist,barren_dist,forest_dist,shrub_dist,grassland_dist,cultivated_dist,wetland_dist,wet_dist
1202,2016,6,SHS_005_S,5,NA,10,2,1,2,73774,1,0,1,0,6,2,2,2,5,0,12,5,84,1,ABC,0,0,0,65,0,NA,0,60000,6413,765,0.962,0.115,9,52,36,NA,2,0,NA,0.044,0,NA,NA,1,SPX16X281008,1.16,6_SHS_005_S,105-05378,P1.3,I-5,NA,Churn Creek Rd/Exit 675,United States,California,Shasta,96002,Southbound,40.5677706,-122.3604384,40.5413048,-122.3521618,1.879255811,0.001504728,Jul-24,"cable, gravel",NA,10-20 meters,"tall fence, wall",NA,40.54561495,-122.3535287,108,738,725,0,0,1332,443,283,42,890,182,182
1203,2016,6,SHS_005_S,5,NA,10,2,1,2,99999,1,0,1,0,4,2,1,2,5,0,12,7,16,1,ABC,0,0,0,65,0,NA,0,6400,2559,603,4.798,1.131,12,52,73,NA,5,5.5,NA,NA,0,NA,NA,1,SPX16X281179,1.74,6_SHS_005_S,105-05431,P1.3,I-5,NA,CA-3/Montague Rd/Exit 776,United States,California,Siskiyou,96097,Southbound,41.8514164,-122.5695178,41.7434864,-122.6237936,9.229496866,0.001615674,Apr-18,concrete,NA,NA,NA,NA,41.79427336,-122.5879174,379,541,3606,0,0,95,67,30,67,390,1140,1140
1204,2016,6,SHS_161_S,0,NA,0,0,4,6,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,6_SHS_161_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.038094989,Jul-24,no median,NA,NA,cable,NA,41.99905283,-121.5845153,124,1544,1493,30,30,1080,722,595,532,0,1516,1493
1205,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,950,241,26,NA,NA,NA,NA,45,NA,2,0,NA,0.067,0,NA,NA,0,NA,0,6_SHS_395_P,105+08479,P1.11,US-395,NA,School House Rd,United States,California,Lassen,NA,Northbound,40.3819718,-120.3854254,40.798624,-120.365979,35.42444149,0.001588015,Nov-23,no median,NA,NA,cable,NA,40.37717636,-120.322432,576,283,2602,0,0,3337,3706,30,331,60,342,342
1206,2016,6,SHS_044_P,44,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,8,0,12,1,0,3,D,1,0,0,65,0,NA,0,1400,108,52,1.311,0.631,17,54,60,NA,2,0,NA,0.089,0,NA,NA,1,SPX16X288448,1.707,6_SHS_044_P,105-07515,P1.11,CA-44,NA,CA-89/Lassen Peak Hwy,United States,California,Shasta,96088,Eastbound,40.5175322,-121.7230592,40.544557,-121.57773,8.615545036,0.001772655,Oct-23,no median,pull-out,NA,NA,NA,40.54127638,-121.5845249,485,566,1256,0,0,8224,30,268,1598,10084,1660,1256
1207,2016,6,SHS_005_P,5,NA,0,0,1,2,99999,1,0,1,0,6,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,19500,5045,748,NA,NA,NA,NA,43,NA,2,0,NA,0.074,0,NA,NA,0,NA,0,6_SHS_005_P,105+05408,P1.3,I-5,NA,Soda Creek Rd/Exit 726,United States,California,Shasta,96051,Northbound,41.149995,-122.313265,41.159265,-122.295587,1.404379238,0.001588149,Apr-18,concrete,NA,NA,NA,NA,41.15444666,-122.2946557,67,300,351,0,0,3356,30,242,42,7442,272,272
1208,2016,6,SHS_299_P,299,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1300,315,79,NA,NA,NA,NA,62,NA,2,18.3,NA,0.158,0,NA,NA,0,NA,0,6_SHS_299_P,105+07582,P1.11,CA-299,NA,US-395/N Main St,United States,California,Modoc,96101,Eastbound,41.4386942,-120.8776406,41.494524,-120.542586,18.7555244,0.001857386,Aug-24,no median,NA,NA,cable,NA,41.45422565,-120.8436657,618,430,631,0,42,722,1190,30,30,60,430,430
1209,2016,6,SHS_299_P,299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1200,167,126,NA,NA,NA,NA,60,NA,2,0,NA,0.083,0,NA,NA,0,NA,0,6_SHS_299_P,105+08497,P1.11,CA-299,NA,CR-A2/Susanville Rd/Bieber Lookout Rd,United States,California,Lassen,96056,Eastbound,41.049837,-121.403126,41.1320498,-121.1317802,19.18210181,0.001698669,Aug-24,no median,NA,NA,NA,NA,41.06911218,-121.2469401,418,277,2508,30,192,5341,0,277,228,2995,787,787
1210,2016,6,SHS_089_P,89,NA,0,0,3,2,99999,1,0,1,0,2,1,1,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1600,146,182,1.278,1.593,14,56,95,NA,2,0,NA,0.252,0,NA,NA,1,SPX16X295472,1.707,6_SHS_089_P,105+09025,P1.11,CA-89,NA,Wilcox Rd,United States,California,Shasta,96071,Northbound,40.68067,-121.424609,40.752619,-121.489776,7.056338786,0.001390929,Oct-23,no median,NA,NA,NA,NA,40.72111873,-121.4254234,2641,67,4095,0,95,618,218,30,1419,3136,2402,2402
1211,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,950,241,26,NA,NA,NA,NA,67,NA,2,2.3,NA,0.239,0,NA,NA,0,NA,0,6_SHS_395_P,105+08479,P1.11,US-395,NA,School House Rd,United States,California,Lassen,NA,Northbound,40.3819718,-120.3854254,40.798624,-120.365979,35.42444149,0.00167948,Nov-23,no median,NA,NA,cable,NA,40.60451848,-120.2473269,503,134,3920,0,0,7307,3600,30,569,42,30,30
1212,2016,6,SHS_005_P,5,NA,10,2,1,2,99999,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,31500,5463,485,1.734,0.154,10,57,74,NA,2,0.5,NA,0.072,0,NA,NA,0,NA,0,6_SHS_005_P,105+05357,P1.3,I-5,NA,Finnell Ave/Exit 633,United States,California,Tehama,96021,Northbound,39.948791,-122.200101,39.953316,-122.20009,0.312586895,0.001462579,Jul-24,vegetative,"grass, On/off ramp",10-20 meters,NA,NA,39.94945589,-122.2000917,120,361,1894,0,0,120,2940,3242,95,67,2727,1894
1213,2016,6,SHS_139_P,139,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,6,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,545,57,25,1.569,0.688,15,50,214,NA,2,54.2,NA,0.27,0,NA,NA,1,SPX16X303130,8.701,6_SHS_139_P,105+09010,P1.11,CA-139,NA,Unnamed Street 1,United States,California,Lassen,96056,Northbound,40.908418,-120.747093,41.0087576,-120.8168258,8.390633589,0.001578002,Nov-23,no median,NA,NA,cable,NA,40.933538,-120.7552352,2313,335,1052,30,201,6695,0,30,446,516,446,446
1214,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,600,239,6,NA,NA,NA,NA,119,NA,2,2,NA,0.108,0,NA,NA,0,NA,0,6_SHS_036_P,105+20672,P1.11,CA-36,NA,Bowman Rd,United States,California,Tehama,96022,Eastbound,40.304175,-122.717315,40.2786146,-122.4923842,13.40363112,0.001733701,Oct-23,no median,NA,NA,cable,NA,40.27570342,-122.50542,175,162,1008,0,0,5974,313,30,30,8192,470,470
1215,2016,6,SHS_003_P,3,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,3,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,660,42,65,0.764,1.182,12,66,104,NA,2,22.9,NA,0.11,0,NA,NA,1,SPX16X278972,8.701,6_SHS_003_P,105+20684,P1.11,CA-3,NA,Mule Creek Rd,United States,California,Trinity,96091,Northbound,40.7951974,-122.8905138,40.868707,-122.812167,10.60013566,0.001582014,Jul-24,no median,NA,NA,NA,NA,40.845814,-122.8445374,30,300,335,30,153,421,0,283,417,13130,1905,335
1216,2016,6,SHS_299_P,299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1200,167,126,NA,NA,NA,NA,89,NA,2,0,NA,0.101,0,NA,NA,0,NA,0,6_SHS_299_P,105+08497,P1.11,CA-299,NA,CR-A2/Susanville Rd/Bieber Lookout Rd,United States,California,Lassen,96056,Eastbound,41.049837,-121.403126,41.1320498,-121.1317802,19.18210181,0.001684062,Aug-24,no median,NA,NA,NA,NA,41.07313674,-121.2033105,228,666,1767,0,192,3282,30,474,277,1140,1114,1114
1217,2016,6,SHS_097_P,97,NA,10,3,3,2,99998,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,6000,892,99,NA,NA,NA,NA,133,NA,2,14.7,NA,0.319,0,NA,NA,0,NA,0,6_SHS_097_P,105+08470,P1.11,US-97,NA,Big Springs Rd,United States,California,Siskiyou,96094,Northbound,41.4228848,-122.3874202,41.472854,-122.351577,4.3599304,0.001469153,Aug-24,no median,NA,NA,other fence,NA,41.42900741,-122.3893232,30,421,1423,0,0,907,150,60,240,426,150,150
1218,2016,6,SHS_299_P,299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,3250,294,138,NA,NA,NA,NA,90,NA,2,1.2,NA,0.058,0,NA,NA,0,NA,0,6_SHS_299_P,105+07579,P1.11,CA-299,NA,CA-89,United States,California,Shasta,96065,Eastbound,40.7556644,-122.0256232,40.937814,-121.6070076,33.05995706,0.001659416,Aug-24,no median,pull-out,NA,thrie beam,NA,40.84818754,-121.9019605,218,67,1463,0,30,9526,30,42,742,4387,782,782
1219,2016,6,SHS_005_P,5,NA,10,2,1,2,99998,1,0,1,0,4,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,22100,4590,562,2.285,0.28,11,50,101,NA,2,28.5,NA,0.298,0,NA,NA,0,NA,0,6_SHS_005_P,105+05422,P1.3,I-5,NA,US-97/Weed Blvd/Exit 747,United States,California,Siskiyou,96094,Northbound,41.3998072,-122.382418,41.4154258,-122.382238,1.13891712,0.001567257,Aug-24,vegetative,grass,10-20 meters,short fence,NA,41.41168397,-122.3799061,108,90,1797,0,0,390,212,108,666,949,228,228
1220,2016,6,SHS_070_P,70,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1350,128,40,NA,NA,NA,NA,85,NA,2,0.7,NA,0.105,0,NA,NA,0,NA,0,6_SHS_070_P,105+07536,P1.11,CA-70,NA,CA-89 (Quincy),United States,California,Plumas,95971,Eastbound,40.0195632,-121.1043044,40.0386704,-120.983902,8.175073775,0.001710878,Mar-22,no median,NA,NA,thrie beam,NA,40.03152075,-121.0173061,1806,30,509,0,0,12350,30,30,175,5906,3193,509
1221,2016,6,SHS_005_S,5,NA,10,2,1,2,99999,1,0,1,0,6,2,2,2,5,0,12,7,36,2,A,0,0,0,65,0,NA,0,19100,4675,699,3.182,0.476,13,56,94,NA,2,3.6,NA,0.189,0,NA,NA,1,SPX16X281080,6.14,6_SHS_005_S,105N05402,P1.3,I-5,NA,Gibson Rd/Exit 714,United States,California,Shasta,96051,Southbound,41.029007,-122.397146,41.0214536,-122.3993454,0.564652255,0.000887508,Jul-24,concrete,On/off ramp,NA,thrie beam,NA,41.02171095,-122.3991524,85,124,295,0,0,234,30,120,150,595,1084,295
1222,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,3,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,6300,690,101,NA,NA,NA,NA,79,NA,2,0.5,NA,0.068,0,NA,NA,0,NA,0,6_SHS_395_P,105+08474,P1.11,US-395,NA,CR-A26/Garnier Rd,United States,California,Lassen,96109,Northbound,39.778325,-120.0382634,40.090829,-120.171973,25.02454263,0.000228592,Nov-23,no median,NA,NA,NA,NA,39.83977451,-120.039774,3211,30,4235,0,30,10009,4290,30,162,7270,2421,2421
1223,2016,6,SHS_005_P,5,NA,10,2,1,2,99999,1,0,1,0,6,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,44000,5999,829,NA,NA,NA,NA,44,NA,2,0,NA,0.048,0,NA,NA,0,NA,0,6_SHS_005_P,105P05370,P1.3,I-5,NA,Gas Point Rd/Exit 664,United States,California,Shasta,96022,Northbound,40.38586,-122.284922,40.3926146,-122.2848224,0.468047706,0.000312505,May-18,"cable, gravel",NA,10-20 meters,cable,NA,40.38783134,-122.285011,42,351,953,0,0,1020,1677,1468,474,618,638,638
1224,2016,6,SHS_089_P,89,NA,10,4,3,2,99999,1,0,1,0,3,3,1,2,9,0,12,2,4,3,A,0,0,0,65,0,NA,0,1425,146,176,1.434,1.729,14,62,96,NA,2,1.5,NA,0.124,0,NA,NA,1,SPX16X295490,1.707,6_SHS_089_P,105+09027,P1.11,CA-89,NA,Rim of Lake Rd,United States,California,Shasta,96013,Northbound,40.9385296,-121.6068244,41.016472,-121.634455,6.787937582,0.001489033,Aug-24,no median,NA,NA,NA,NA,40.97528641,-121.6210459,390,1566,3532,30,67,1357,0,180,666,1754,1758,1758
1225,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,2,3,2,1,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,450,77,67,2.053,1.787,12,64,74,NA,2,0,NA,0.073,0,NA,NA,1,SPX16X287044,1.493,6_SHS_036_P,105+20668,P1.11,CA-36,NA,Salt Rap,United States,California,Trinity,96041,Eastbound,40.4200046,-123.1744854,40.396191,-123.082863,8.20274964,0.001701705,Aug-23,no median,NA,NA,thrie beam,NA,40.39640957,-123.0833303,735,577,6923,0,42,1803,30,391,2024,10037,1994,1994
1226,2016,6,SHS_036_S,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,4000,60,52,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,6_SHS_036_S,105-08489,P1.11,CA-36,NA,1st Ave/Feather River Dr,United States,California,Plumas,NA,Westbound,40.305064,-121.143129,40.311547,-121.227165,4.972540069,0.001786501,Nov-23,no median,NA,NA,NA,NA,40.30252691,-121.1511779,741,270,1172,30,30,4071,0,67,792,7032,1338,1172
1227,2016,6,SHS_044_P,44,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,4450,80,99,NA,NA,NA,NA,41,NA,2,0,NA,0.064,0,NA,NA,0,NA,0,6_SHS_044_P,105-08753,P1.11,CA-44,NA,Dersch Rd,United States,California,Shasta,96088,Eastbound,40.538434,-122.174239,40.5141234,-122.0315834,8.127035583,0.001845434,Dec-23,no median,NA,NA,cable,NA,40.51514351,-122.0739299,162,510,1989,30,60,7131,150,0,182,4514,1170,1170
1228,2016,6,SHS_299_P,299,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,3950,267,68,1.014,0.258,15,60,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,6_SHS_299_P,105-08855,P1.11,CA-299,NA,Crystal Creek Rd,United States,California,Shasta,96033,Eastbound,40.636159,-122.7329566,40.669539,-122.645859,7.092912683,0.001763358,Jul-24,no median,NA,NA,NA,NA,40.64724784,-122.7149492,1544,201,309,30,30,313,0,95,30,19145,4502,309
1229,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,600,239,6,NA,NA,NA,NA,94,NA,2,0,NA,0.198,0,NA,NA,0,NA,0,6_SHS_036_P,105+20671,P1.11,CA-36,NA,Vestal Rd,United States,California,Tehama,96022,Eastbound,40.3613612,-122.887834,40.304175,-122.717315,12.29774609,0.001769927,Aug-23,no median,NA,NA,NA,NA,40.30345018,-122.7242843,564,30,4657,30,30,18434,2574,0,60,20607,4897,4657
1230,2016,6,SHS_044_P,44,NA,10,4,3,2,99999,1,0,1,0,2,2,2,2,8,0,12,1,0,3,D,1,0,0,65,0,NA,0,1400,108,52,1.311,0.631,17,54,71,NA,2,1.3,NA,0.172,0,NA,NA,1,SPX16X288456,1.707,6_SHS_044_P,105-08901,P1.11,CA-44,NA,Big Springs Blvd,United States,California,Shasta,96071,Eastbound,40.544557,-121.57773,40.64109,-121.472154,9.453289846,0.001709243,Aug-23,no median,NA,NA,NA,NA,40.63212215,-121.4762657,402,875,6924,0,510,3030,30,108,547,12058,1209,1209
1231,2016,6,SHS_089_P,89,NA,0,0,3,2,99999,1,0,1,0,2,1,1,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,1600,146,182,1.278,1.593,14,56,81,NA,2,0,NA,0.145,0,NA,NA,1,SPX16X295480,1.707,6_SHS_089_P,105+09026,P1.11,CA-89,NA,Cassel Rd,United States,California,Shasta,96040,Northbound,40.752619,-121.489776,40.877584,-121.560824,9.827709369,0.00166519,Dec-23,no median,NA,NA,short fence,NA,40.83395891,-121.5145933,67,0,518,0,60,1594,30,120,532,30,90,90
1232,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,890,48,28,NA,NA,NA,NA,85,NA,2,5.6,NA,0.134,0,NA,NA,0,NA,0,6_SHS_036_P,105+07558,P1.11,CA-36,NA,CA-32,United States,California,Tehama,96061,Eastbound,40.362084,-121.511273,40.2793982,-121.421222,8.607324298,0.001550162,Nov-23,no median,NA,NA,NA,NA,40.29418749,-121.420136,785,150,4754,0,0,14126,30,210,540,15500,658,658
1233,2016,6,SHS_299_P,299,NA,10,3,5,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,175,8,11,NA,NA,NA,NA,43,NA,2,0,NA,0.042,0,NA,NA,0,NA,0,6_SHS_299_P,105+09216,P3.14,CA-299,NA,CA--NV State Border,United States,California,Modoc,96104,Eastbound,41.529563,-120.171912,41.557842,-119.998764,9.281207361,0.00181953,Nov-23,no median,pull-out,NA,NA,NA,41.53183948,-120.1215663,1226,30,2598,30,30,0,5532,30,42,834,598,598
1234,2016,6,SHS_299_P,299,NA,10,3,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1090,64,123,NA,NA,NA,NA,56,NA,2,0,NA,0.093,0,NA,NA,0,NA,0,6_SHS_299_P,105+07581,P1.11,CA-299,NA,CA-139 (Canby),United States,California,Modoc,96054,Eastbound,41.187467,-120.945166,41.4379632,-120.8787182,21.42218154,0.001693339,Nov-23,no median,NA,NA,cable,NA,41.210186,-120.9345867,350,127,845,0,30,2856,661,242,134,30,443,443
1235,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,765,70,23,NA,NA,NA,NA,98,NA,2,36.9,NA,0.184,0,NA,NA,0,NA,0,6_SHS_395_P,105+09211,P1.11,US-395,NA,CR-133C,United States,California,Modoc,96108,Northbound,41.668224,-120.386301,41.789838,-120.369565,8.542011992,0.001521113,Aug-24,no median,NA,NA,cable,NA,41.69808949,-120.3752416,511,735,1040,0,0,1800,1092,30,60,360,600,600
1236,2016,6,SHS_005_P,5,NA,0,0,1,2,99999,1,0,1,0,6,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,19100,5099,747,NA,NA,NA,NA,48,NA,2,0,NA,0.106,0,NA,NA,0,NA,0,6_SHS_005_P,105+05412,P1.3,I-5,NA,Dunsmuir Ave/Exit 730,United States,California,Siskiyou,96025,Northbound,41.1966862,-122.2822568,41.2128198,-122.2740596,1.220428567,0.000574315,Nov-18,concrete,NA,NA,"wall, thrie beam",NA,41.21042625,-122.275253,30,90,3034,0,0,4686,134,120,190,1630,1613,1613
1237,2016,6,SHS_003_P,3,NA,10,4,4,2,99999,0,0,1,0,2,2,2,2,2,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,520,11,27,0.36,0.883,17,50,100,NA,2,10.6,NA,0.149,0,NA,NA,1,SPX16X278991,8.701,6_SHS_003_P,105+20686,P1.11,CA-3,NA,Coffee Creek Rd/Mann Rd,United States,California,Trinity,96091,Northbound,40.953743,-122.737469,41.086252,-122.707007,10.85335056,0.001612492,Jul-24,no median,intersection,NA,NA,"t-junction, no break in median",40.99487019,-122.703142,42,175,361,0,153,190,30,108,85,11704,541,361
1238,2016,6,SHS_299_P,299,NA,10,3,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,5800,217,108,NA,NA,NA,NA,54,NA,2,0,NA,0.067,0,NA,NA,0,NA,0,6_SHS_299_P,105-07803,P1.11,CA-299,NA,CA-3,United States,California,Trinity,96093,Eastbound,40.732757,-122.940515,40.651238,-122.9397008,6.515037653,0.00155206,Jan-23,no median,NA,NA,NA,NA,40.68500557,-122.9342909,67,42,1657,0,0,981,30,30,182,24934,42,42
1239,2016,6,SHS_395_P,395,NA,10,3,3,2,99999,1,0,1,0,2,2,4,2,4,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,2315,329,60,1.563,0.285,11,61,43,NA,2,0,NA,0.157,0,NA,NA,1,SPX16X310555,6.232,6_SHS_395_P,105+08477,P1.11,US-395,NA,CR-A3/Standish Buntingville Rd (Susanville),United States,California,Lassen,96130,Northbound,40.3815958,-120.5911156,40.365186,-120.4228134,9.154031358,0.001572781,Nov-23,no median,NA,NA,"cable, other fence",NA,40.37726844,-120.5389947,30,270,722,0,0,805,1889,42,1062,30,234,234
1240,2016,6,SHS_089_P,89,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,2100,137,107,NA,NA,NA,NA,130,NA,2,1.1,NA,0.408,0,NA,NA,0,NA,0,6_SHS_089_P,105+08779,P1.11,CA-89,NA,CR-A22/Arlington Rd,United States,California,Plumas,95934,Northbound,40.0386704,-120.983902,40.085842,-120.918909,6.121026302,0.001686753,Mar-22,no median,pull-out,NA,NA,NA,40.04482838,-120.9777639,228,30,443,0,0,15878,30,30,2122,6910,997,443
1241,2016,6,SHS_263_P,263,NA,10,4,4,2,99999,0,0,1,0,2,2,0,2,1,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,370,19,41,0.205,0.443,NA,50,89,NA,2,13,NA,0.088,0,NA,NA,1,SPX16X308845,1.493,6_SHS_263_P,105+21324,P1.11,CA-263,NA,CA-96,United States,California,Siskiyou,96097,Northbound,41.740504,-122.633238,41.832334,-122.590945,8.088734275,0.001630387,Aug-24,no median,NA,NA,NA,NA,41.79870199,-122.6018504,242,175,3173,0,0,1326,30,30,180,997,182,182
1242,2016,6,SHS_299_P,299,NA,10,3,3,2,99999,1,0,1,0,2,2,4,2,4,0,12,1,0,3,ABC,0,0,0,65,0,NA,0,3950,267,68,1.014,0.258,15,60,0,NA,0,NA,NA,NA,0,NA,NA,1,SPX16X309603,6.232,6_SHS_299_P,105-08855,P1.11,CA-299,NA,Crystal Creek Rd,United States,California,Shasta,96033,Eastbound,40.636159,-122.7329566,40.669539,-122.645859,7.092912683,0.001357112,Jul-24,no median,NA,NA,thrie beam,NA,40.67359968,-122.6647919,837,30,1710,30,42,4410,67,0,85,21479,576,576
1243,2016,6,SHS_036_P,36,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1825,729,138,NA,NA,NA,NA,114,NA,2,15.7,NA,0.153,0,NA,NA,0,NA,0,6_SHS_036_P,105+08486,P1.11,CA-36,NA,CR-A6/Manton Rd/Long Rd,United States,California,Tehama,96080,Eastbound,40.1861116,-122.1860154,40.3136014,-122.0708826,11.24847416,0.001751504,Nov-23,no median,NA,NA,NA,NA,40.29449121,-122.109419,2475,67,1579,0,0,5382,918,30,42,4080,573,573
1244,2016,6,SHS_273_S,273,NA,10,4,3,1,73774,1,0,1,0,3,2,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,7150,140,230,0.215,0.354,11,100,124,NA,2,5.4,NA,0.062,0,NA,NA,0,NA,0,6_SHS_273_S,105-09266,P1.11,CA-273,NA,Cypress Ave,United States,California,Shasta,96001,Southbound,40.582063,-122.391316,40.577302,-122.387883,0.434972127,0.001143229,Aug-24,no median,NA,NA,NA,urban area,40.5802336,-122.3905437,30,741,1208,0,0,750,1415,731,671,1048,1304,1208
1245,2016,6,SHS_032_P,32,NA,10,4,4,2,99999,0,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,1100,63,45,NA,NA,NA,NA,110,NA,2,0.4,NA,0.106,0,NA,NA,0,NA,0,6_SHS_032_P,105+07566,P1.11,CA-32,NA,CA-89/CA-36,United States,California,Tehama,NA,Eastbound,40.086246,-121.589348,40.2793982,-121.421222,21.35301674,0.001598168,Oct-23,no median,NA,NA,NA,NA,40.20672539,-121.4993017,2568,0,7140,0,309,11909,30,95,2431,22993,2918,2918
1246,2016,6,SHS_096_S,0,NA,0,0,4,6,99999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,6_SHS_096_S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.011728923,Apr-21,no median,NA,NA,NA,NA,41.80309483,-123.3338047,1027,390,376,0,42,960,30,446,1415,1121,457,376
1247,2016,6,SHS_395_P,395,NA,0,0,3,2,99999,1,0,1,0,2,0,0,0,0,0,0,0,0,3,NA,0,0,0,0,0,NA,0,950,241,26,NA,NA,NA,NA,92,NA,2,7.6,NA,0.168,0,NA,NA,0,NA,0,6_SHS_395_P,105+08479,P1.11,US-395,NA,School House Rd,United States,California,Lassen,NA,Northbound,40.3819718,-120.3854254,40.798624,-120.365979,35.42444149,0.00167948,Nov-23,no median,NA,NA,NA,NA,40.62083575,-120.2466981,1034,30,5694,0,0,8521,1968,30,192,228,60,60
